geojson_filename,geojson_url,source_school_nam,source_local_auth,source_seed_code,matched_school_key,matched_method
scotland_sn_renfrewshire_renfrew_high_school_8630534.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_renfrewshire_renfrew_high_school_8630534.geojson,RENFREW HIGH SCHOOL,Renfrewshire,8630534,Renfrew High School|PA4 0AN,seed_code
scotland_sn_argyll_and_bute_tarbert_academy_8110530.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_argyll_and_bute_tarbert_academy_8110530.geojson,TARBERT ACADEMY,Argyll and Bute,8110530,Tarbert Academy|PA29 6TE,seed_code
scotland_sn_argyll_and_bute_dunoon_grammar_school_8110239.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_argyll_and_bute_dunoon_grammar_school_8110239.geojson,DUNOON GRAMMAR SCHOOL,Argyll and Bute,8110239,Dunoon Grammar School|PA23 8LU,seed_code
scotland_sn_east_renfrewshire_mearns_castle_high_school_8602239.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_east_renfrewshire_mearns_castle_high_school_8602239.geojson,MEARNS CASTLE HIGH SCHOOL,East Renfrewshire,8602239,Mearns Castle High School|G77 5GU,seed_code
scotland_sn_shetland_islands_sandwick_junior_high_school_6103839.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_shetland_islands_sandwick_junior_high_school_6103839.geojson,SANDWICK JUNIOR HIGH SCHOOL,Shetland Islands,6103839,Sandwick Junior High School|ZE2 9HH,seed_code
scotland_sn_renfrewshire_park_mains_high_school_8627932.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_renfrewshire_park_mains_high_school_8627932.geojson,PARK MAINS HIGH SCHOOL,Renfrewshire,8627932,Park Mains High School|PA8 6EY,seed_code
scotland_sn_scottish_borders_earlston_high_243.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_scottish_borders_earlston_high_243.geojson,EARLSTON HIGH,Scottish Borders,,Earlston High School|TD4 6HF,manual_override
scotland_sn_east_lothian_preston_lodge_high_244.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_east_lothian_preston_lodge_high_244.geojson,PRESTON LODGE HIGH,East Lothian,,Preston Lodge High School|EH32 9QJ,manual_override
scotland_sn_highland_glen_urquhart_high_school_5142539.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_highland_glen_urquhart_high_school_5142539.geojson,GLEN URQUHART HIGH SCHOOL,Highland,5142539,Glen Urquhart High School|IV63 6XA,seed_code
scotland_sn_argyll_and_bute_oban_high_school_8110336.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_argyll_and_bute_oban_high_school_8110336.geojson,OBAN HIGH SCHOOL,Argyll and Bute,8110336,Oban High School|PA34 4JB,seed_code
scotland_sn_east_dunbartonshire_lenzie_academy_8338132.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_east_dunbartonshire_lenzie_academy_8338132.geojson,LENZIE ACADEMY,East Dunbartonshire,8338132,Lenzie Academy|G66 4HR,seed_code
scotland_sn_dundee_city_morgan_academy_5330432.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_dundee_city_morgan_academy_5330432.geojson,MORGAN ACADEMY,Dundee City,5330432,Morgan Academy|DD4 7AX,seed_code
scotland_sn_glasgow_city_govan_high_school_8433836.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_glasgow_city_govan_high_school_8433836.geojson,GOVAN HIGH SCHOOL,Glasgow City,8433836,Govan High School|G51 4NB,seed_code
scotland_sn_dumfries_and_galloway_cargenbridge_school_5941326.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_dumfries_and_galloway_cargenbridge_school_5941326.geojson,CARGENBRIDGE SCHOOL,Dumfries and Galloway,5941326,,unmatched
scotland_sn_glasgow_city_hillpark_secondary_school_8434336.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_glasgow_city_hillpark_secondary_school_8434336.geojson,HILLPARK SECONDARY SCHOOL,Glasgow City,8434336,Hillpark Secondary School|G43 2XA,seed_code
scotland_sn_east_ayrshire_loudoun_academy_8223831.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_east_ayrshire_loudoun_academy_8223831.geojson,LOUDOUN ACADEMY,East Ayrshire,8223831,Loudoun Academy|KA4 8PD,seed_code
scotland_sn_moray_lossiemouth_high_school_5203139.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_moray_lossiemouth_high_school_5203139.geojson,LOSSIEMOUTH HIGH SCHOOL,Moray,5203139,Lossiemouth High School|IV31 6JU,seed_code
scotland_sn_orkney_islands_kirkwall_grammar_254.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_orkney_islands_kirkwall_grammar_254.geojson,KIRKWALL GRAMMAR,Orkney Islands,,Kirkwall Grammar School|KW15 1QN,manual_override
scotland_sn_north_lanarkshire_bellshill_academy_8516634.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_north_lanarkshire_bellshill_academy_8516634.geojson,BELLSHILL ACADEMY,North Lanarkshire,8516634,Bellshill Academy|ML4 1AR,seed_code
scotland_sn_north_lanarkshire_calderhead_high_school_8517231.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_north_lanarkshire_calderhead_high_school_8517231.geojson,CALDERHEAD HIGH SCHOOL,North Lanarkshire,8517231,Calderhead High School|ML7 4DH,seed_code
scotland_sn_highland_plockton_high_school_5123437.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_highland_plockton_high_school_5123437.geojson,PLOCKTON HIGH SCHOOL,Highland,5123437,Plockton High School|IV52 8TU,seed_code
scotland_sn_north_ayrshire_greenwood_academy_8215030.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_north_ayrshire_greenwood_academy_8215030.geojson,GREENWOOD ACADEMY,North Ayrshire,8215030,Greenwood Academy|KA11 4HL,seed_code
scotland_sn_north_ayrshire_garnock_community_campus_8215634.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_north_ayrshire_garnock_community_campus_8215634.geojson,GARNOCK COMMUNITY CAMPUS,North Ayrshire,8215634,Garnock Community Campus|KA14 3BF,seed_code
scotland_sn_south_lanarkshire_biggar_high_school_8549834.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_south_lanarkshire_biggar_high_school_8549834.geojson,BIGGAR HIGH SCHOOL,South Lanarkshire,8549834,Biggar High School|ML12 6AG,seed_code
scotland_sn_east_renfrewshire_eastwood_high_school_8601739.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_east_renfrewshire_eastwood_high_school_8601739.geojson,EASTWOOD HIGH SCHOOL,East Renfrewshire,8601739,Eastwood High School|G77 6NQ,seed_code
scotland_sn_angus_monifieth_high_school_5339537.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_angus_monifieth_high_school_5339537.geojson,MONIFIETH HIGH SCHOOL,Angus,5339537,Monifieth High School|DD5 4QT,seed_code
scotland_sn_aberdeen_city_hazlehead_academy_5243432.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_aberdeen_city_hazlehead_academy_5243432.geojson,HAZLEHEAD ACADEMY,Aberdeen City,5243432,Hazlehead Academy|AB15 8BE,seed_code
scotland_sn_angus_montrose_academy_5308038.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_angus_montrose_academy_5308038.geojson,MONTROSE ACADEMY,Angus,5308038,Montrose Academy|DD10 8HU,seed_code
scotland_sn_perth_and_kinross_perth_academy_5350638.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_perth_and_kinross_perth_academy_5350638.geojson,PERTH ACADEMY,Perth and Kinross,5350638,Perth Academy|PH1 1NJ,seed_code
scotland_sn_na_h_eileanan_an_iar_the_nicolson_institute_6233139.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_na_h_eileanan_an_iar_the_nicolson_institute_6233139.geojson,THE NICOLSON INSTITUTE,Na h-Eileanan an Iar,6233139,The Nicolson Institute|HS1 2PZ,seed_code
scotland_sn_aberdeen_city_bucksburn_academy_5234034.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_aberdeen_city_bucksburn_academy_5234034.geojson,BUCKSBURN ACADEMY,Aberdeen City,5234034,Bucksburn Academy|AB21 9DG,seed_code
scotland_sn_glasgow_city_knightswood_secondary_school_8435634.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_glasgow_city_knightswood_secondary_school_8435634.geojson,KNIGHTSWOOD SECONDARY SCHOOL,Glasgow City,8435634,Knightswood Secondary School|G13 2XD,seed_code
scotland_sn_stirling_bannockburn_high_school_5726131.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_stirling_bannockburn_high_school_5726131.geojson,BANNOCKBURN HIGH SCHOOL,Stirling,5726131,Bannockburn High School|FK7 0HQ,seed_code
scotland_sn_north_lanarkshire_chryston_high_school_8342334.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_north_lanarkshire_chryston_high_school_8342334.geojson,CHRYSTON HIGH SCHOOL,North Lanarkshire,8342334,Chryston High School|G69 9DL,seed_code
scotland_sn_fife_glenwood_high_school_5406536.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_fife_glenwood_high_school_5406536.geojson,GLENWOOD HIGH SCHOOL,Fife,5406536,Glenwood High School|KY6 1JX,seed_code
scotland_sn_south_ayrshire_ayr_academy_8235538.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_south_ayrshire_ayr_academy_8235538.geojson,AYR ACADEMY,South Ayrshire,8235538,Ayr Academy|KA8 0SZ,seed_code
scotland_sn_highland_kilchuimen_academy_5142431.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_highland_kilchuimen_academy_5142431.geojson,KILCHUIMEN ACADEMY,Highland,5142431,Kilchuimen Academy|PH32 4DL,seed_code
scotland_sn_glasgow_city_rosshall_academy_8436339.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_glasgow_city_rosshall_academy_8436339.geojson,ROSSHALL ACADEMY,Glasgow City,8436339,Rosshall Academy|G52 3PD,seed_code
scotland_sn_shetland_islands_brae_high_school_6103332.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_shetland_islands_brae_high_school_6103332.geojson,BRAE HIGH SCHOOL,Shetland Islands,6103332,Brae High School|ZE2 9QG,seed_code
scotland_sn_city_of_edinburgh_balerno_community_high_school_5541638.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_city_of_edinburgh_balerno_community_high_school_5541638.geojson,BALERNO COMMUNITY HIGH SCHOOL,City of Edinburgh,5541638,Balerno Community High School|EH14 7AQ,seed_code
scotland_sn_east_lothian_ross_high_277.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_east_lothian_ross_high_277.geojson,ROSS HIGH,East Lothian,,Ross High School|EH33 2EQ,manual_override
scotland_sn_aberdeen_city_oldmachar_academy_5246237.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_aberdeen_city_oldmachar_academy_5246237.geojson,OLDMACHAR ACADEMY,Aberdeen City,5246237,Oldmachar Academy|AB22 8UR,seed_code
scotland_sn_east_dunbartonshire_kilsyth_academy_279.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_east_dunbartonshire_kilsyth_academy_279.geojson,KILSYTH ACADEMY,East Dunbartonshire,,Kilsyth Academy|G65 9NF,school_name_only
scotland_sn_highland_tain_royal_academy_5119839.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_highland_tain_royal_academy_5119839.geojson,TAIN ROYAL ACADEMY,Highland,5119839,Tain Royal Academy|IV19 1PS,seed_code
scotland_sn_highland_ullapool_high_school_5119936.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_highland_ullapool_high_school_5119936.geojson,ULLAPOOL HIGH SCHOOL,Highland,5119936,Ullapool High School|IV26 2UN,seed_code
scotland_sn_city_of_edinburgh_boroughmuir_high_school_5531438.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_city_of_edinburgh_boroughmuir_high_school_5531438.geojson,BOROUGHMUIR HIGH SCHOOL,City of Edinburgh,5531438,Boroughmuir High School|EH11 1FL,seed_code
scotland_sn_highland_fortrose_academy_5119332.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_highland_fortrose_academy_5119332.geojson,FORTROSE ACADEMY,Highland,5119332,Fortrose Academy|IV10 8TW,seed_code
scotland_sn_south_lanarkshire_cathkin_high_school_cathkin_high_school_284.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_south_lanarkshire_cathkin_high_school_cathkin_high_school_284.geojson,"CATHKIN HIGH SCHOOL, CATHKIN HIGH SCHOOL",South Lanarkshire,,,unmatched
scotland_sn_north_ayrshire_irvine_royal_academy_8215138.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_north_ayrshire_irvine_royal_academy_8215138.geojson,IRVINE ROYAL ACADEMY,North Ayrshire,8215138,Irvine Royal Academy|KA12 8SJ,seed_code
scotland_sn_west_dunbartonshire_dumbarton_academy_8304130.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_west_dunbartonshire_dumbarton_academy_8304130.geojson,DUMBARTON ACADEMY,West Dunbartonshire,8304130,Dumbarton Academy|G82 2AJ,seed_code
scotland_sn_perth_and_kinross_perth_grammar_school_5350832.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_perth_and_kinross_perth_grammar_school_5350832.geojson,PERTH GRAMMAR SCHOOL,Perth and Kinross,5350832,Perth Grammar School|PH1 5AZ,seed_code
scotland_sn_perth_and_kinross_perth_academy_or_blairgowrie_high_school_288.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_perth_and_kinross_perth_academy_or_blairgowrie_high_school_288.geojson,PERTH ACADEMY OR BLAIRGOWRIE HIGH SCHOOL,Perth and Kinross,,,unmatched
scotland_sn_aberdeen_city_dyce_academy_5243335.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_aberdeen_city_dyce_academy_5243335.geojson,DYCE ACADEMY,Aberdeen City,5243335,Dyce Academy|AB21 7NF,seed_code
scotland_sn_aberdeenshire_mintlaw_academy_5222133.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_aberdeenshire_mintlaw_academy_5222133.geojson,MINTLAW ACADEMY,Aberdeenshire,5222133,Mintlaw Academy|AB42 5FN,seed_code
scotland_sn_city_of_edinburgh_tynecastle_high_school_5534631.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_city_of_edinburgh_tynecastle_high_school_5534631.geojson,TYNECASTLE HIGH SCHOOL,City of Edinburgh,5534631,Tynecastle High School|EH11 2NJ,seed_code
scotland_sn_fife_kirkcaldy_high_school_5407036.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_fife_kirkcaldy_high_school_5407036.geojson,KIRKCALDY HIGH SCHOOL,Fife,5407036,Kirkcaldy High School|KY1 3LR,seed_code
scotland_sn_angus_arbroath_academy_5307031.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_angus_arbroath_academy_5307031.geojson,ARBROATH ACADEMY,Angus,5307031,Arbroath Academy|DD11 5JD,seed_code
scotland_sn_clackmannanshire_alva_academy_5702836.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_clackmannanshire_alva_academy_5702836.geojson,ALVA ACADEMY,Clackmannanshire,5702836,Alva Academy|FK12 5FE,seed_code
scotland_sn_north_lanarkshire_lenzie_academy_8338132.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_north_lanarkshire_lenzie_academy_8338132.geojson,LENZIE ACADEMY,North Lanarkshire,8338132,Lenzie Academy|G66 4HR,seed_code
scotland_sn_dumfries_and_galloway_dalbeattie_high_school_5918138.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_dumfries_and_galloway_dalbeattie_high_school_5918138.geojson,DALBEATTIE HIGH SCHOOL,Dumfries and Galloway,5918138,Dalbeattie High School|DG5 4LU,seed_code
scotland_sn_scottish_borders_selkirk_high_297.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_scottish_borders_selkirk_high_297.geojson,SELKIRK HIGH,Scottish Borders,,Selkirk High School|TD7 4EW,manual_override
scotland_sn_aberdeen_city_countesswells_secondary_zone_b_interim_provision_at_hazlehead_academy_298.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_aberdeen_city_countesswells_secondary_zone_b_interim_provision_at_hazlehead_academy_298.geojson,COUNTESSWELLS SECONDARY ZONE B. INTERIM PROVISION AT HAZLEHEAD ACADEMY,Aberdeen City,,,unmatched
scotland_sn_perth_and_kinross_perth_grammar_school_or_blairgowrie_high_school_299.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_perth_and_kinross_perth_grammar_school_or_blairgowrie_high_school_299.geojson,PERTH GRAMMAR SCHOOL OR BLAIRGOWRIE HIGH SCHOOL,Perth and Kinross,,,unmatched
scotland_sn_south_lanarkshire_uddingston_grammar_300.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_south_lanarkshire_uddingston_grammar_300.geojson,UDDINGSTON GRAMMAR,South Lanarkshire,,Uddingston Grammar School|G71 7BT,manual_override
scotland_sn_moray_keith_grammar_school_5208831.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_moray_keith_grammar_school_5208831.geojson,KEITH GRAMMAR SCHOOL,Moray,5208831,Keith Grammar School|AB55 5GS,seed_code
scotland_sn_dumfries_and_galloway_annan_academy_5948339.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_dumfries_and_galloway_annan_academy_5948339.geojson,ANNAN ACADEMY,Dumfries and Galloway,5948339,Annan Academy|DG12 6AP,seed_code
scotland_sn_stirling_balfron_high_school_5726034.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_stirling_balfron_high_school_5726034.geojson,BALFRON HIGH SCHOOL,Stirling,5726034,Balfron High School|G63 0PW,seed_code
scotland_sn_clackmannanshire_alloa_academy_5702534.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_clackmannanshire_alloa_academy_5702534.geojson,ALLOA ACADEMY,Clackmannanshire,5702534,Alloa Academy|FK10 1DN,seed_code
scotland_sn_dumfries_and_galloway_sanquhar_academy_5939631.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_dumfries_and_galloway_sanquhar_academy_5939631.geojson,SANQUHAR ACADEMY,Dumfries and Galloway,5939631,Sanquhar Academy|DG4 6JN,seed_code
scotland_sn_highland_alness_academy_5120136.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_highland_alness_academy_5120136.geojson,ALNESS ACADEMY,Highland,5120136,Alness Academy|IV17 0UY,seed_code
scotland_sn_aberdeen_city_northfield_or_hazlehead_307.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_aberdeen_city_northfield_or_hazlehead_307.geojson,NORTHFIELD OR HAZLEHEAD,Aberdeen City,,,unmatched
scotland_sn_stirling_mclaren_high_school_5722330.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_stirling_mclaren_high_school_5722330.geojson,MCLAREN HIGH SCHOOL,Stirling,5722330,McLaren High School|FK17 8JH,seed_code
scotland_sn_highland_inverness_royal_academy_5142938.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_highland_inverness_royal_academy_5142938.geojson,INVERNESS ROYAL ACADEMY,Highland,5142938,Inverness Royal Academy|IV2 6RE,seed_code
scotland_sn_east_dunbartonshire_bishopbriggs_academy_8340030.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_east_dunbartonshire_bishopbriggs_academy_8340030.geojson,BISHOPBRIGGS ACADEMY,East Dunbartonshire,8340030,Bishopbriggs Academy|G64 1HZ,seed_code
scotland_sn_argyll_and_bute_rothesay_academy_8130434.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_argyll_and_bute_rothesay_academy_8130434.geojson,ROTHESAY ACADEMY,Argyll and Bute,8130434,Rothesay Academy|PA20 9JH,seed_code
scotland_sn_aberdeen_city_lochside_academy_1004166.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_aberdeen_city_lochside_academy_1004166.geojson,LOCHSIDE ACADEMY,Aberdeen City,1004166,Lochside Academy|AB12 3JG,seed_code
scotland_sn_argyll_and_bute_islay_high_school_8109931.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_argyll_and_bute_islay_high_school_8109931.geojson,ISLAY HIGH SCHOOL,Argyll and Bute,8109931,Islay High School|PA43 7LS,seed_code
scotland_sn_south_lanarkshire_cathkin_high_school_8458332.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_south_lanarkshire_cathkin_high_school_8458332.geojson,CATHKIN HIGH SCHOOL,South Lanarkshire,8458332,Cathkin High School|G72 8ES,seed_code
scotland_sn_dumfries_and_galloway_dumfries_academy_5939038.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_dumfries_and_galloway_dumfries_academy_5939038.geojson,DUMFRIES ACADEMY,Dumfries and Galloway,5939038,Dumfries Academy|DG1 1DD,seed_code
scotland_sn_aberdeen_city_harlaw_academy_5243238.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_aberdeen_city_harlaw_academy_5243238.geojson,HARLAW ACADEMY,Aberdeen City,5243238,Harlaw Academy|AB10 1RG,seed_code
scotland_sn_argyll_and_bute_campbeltown_grammar_school_8110034.geojson,https://raw.githubusercontent.com/McCrackenLab/powerbi-school-catchments/refs/heads/main/scotland-secondary-non-denom-catchments/scotland_sn_argyll_and_bute_campbeltown_grammar_school_8110034.geojson,CAMPBELTOWN GRAMMAR SCHOOL,Argyll and Bute,8110034,Campbeltown Grammar School|PA28 6JS,seed_code
